epoch,step,train_loss
0,49,7.323012828826904
0,99,7.452853679656982
0,149,7.028509140014648
0,199,7.882184982299805
0,249,8.725830078125
0,299,7.258981227874756
0,349,6.6032257080078125
0,399,7.596316814422607
0,449,8.830262184143066
0,499,8.222553253173828
0,549,7.175730228424072
0,599,7.005815029144287
0,649,6.837838649749756
0,699,7.12605619430542
0,749,7.709737777709961
0,799,7.414997577667236
0,849,6.458305835723877
0,899,6.796133518218994
0,949,6.60136604309082
0,999,7.30039644241333
0,1049,7.348390102386475
0,1099,6.891499996185303
0,1149,7.019161224365234
0,1199,7.072449207305908
0,1249,6.468181610107422
0,1299,7.052147388458252
0,1349,7.071863651275635
0,1399,7.846507549285889
0,1449,7.174666881561279
0,1499,7.5525336265563965
0,1549,8.300148010253906
0,1599,7.333450794219971
0,1649,7.77228307723999
0,1699,7.28086519241333
1,1749,7.917568683624268
1,1799,7.893569469451904
1,1849,7.001662731170654
1,1899,6.749748229980469
1,1949,7.2459716796875
1,1999,6.880456924438477
1,2049,7.288666248321533
1,2099,7.0249409675598145
1,2149,7.498359680175781
1,2199,6.715822696685791
1,2249,7.798706531524658
1,2299,6.723283767700195
1,2349,7.067938327789307
1,2399,7.242492198944092
1,2449,7.362353801727295
1,2499,6.547011852264404
1,2549,6.934082508087158
1,2599,7.795492649078369
1,2649,6.700401306152344
1,2699,6.062507629394531
1,2749,7.110599994659424
1,2799,6.903593063354492
1,2849,6.67875862121582
1,2899,6.861574172973633
1,2949,7.222634792327881
1,2999,7.017920017242432
1,3049,7.692798614501953
1,3099,7.96837043762207
1,3149,6.8881354331970215
1,3199,6.274012088775635
1,3249,7.256893157958984
1,3299,7.460486888885498
1,3349,6.138298034667969
1,3399,7.582223892211914
2,3449,7.5771307945251465
2,3499,7.4049072265625
2,3549,6.809192657470703
2,3599,6.586435317993164
2,3649,7.140038967132568
2,3699,7.041753768920898
2,3749,7.941547870635986
2,3799,6.88261604309082
2,3849,7.325860977172852
2,3899,8.096508979797363
2,3949,8.005043983459473
2,3999,7.12803840637207
2,4049,7.01037073135376
2,4099,7.481292247772217
2,4149,7.043220520019531
2,4199,6.884618759155273
2,4249,6.814491271972656
2,4299,6.034337997436523
2,4349,7.098167419433594
2,4399,6.994136810302734
2,4449,7.101963043212891
2,4499,6.271402835845947
2,4549,6.7193379402160645
2,4599,7.075695514678955
2,4649,8.193520545959473
2,4699,7.973811626434326
2,4749,6.821191310882568
2,4799,6.499006748199463
2,4849,7.388673782348633
2,4899,7.3871307373046875
2,4949,7.594760894775391
2,4999,7.239744186401367
2,5049,7.098316669464111
2,5099,7.1944708824157715
3,5149,6.219549179077148
3,5199,6.937591075897217
3,5249,7.121251583099365
3,5299,6.98922872543335
3,5349,7.3217010498046875
3,5399,7.237882614135742
3,5449,7.923682689666748
3,5499,6.818145751953125
3,5549,6.5923991203308105
3,5599,6.808652400970459
3,5649,6.6917595863342285
3,5699,6.835630893707275
3,5749,6.826320171356201
3,5799,7.983942031860352
3,5849,6.791670322418213
3,5899,6.945293426513672
3,5949,6.272927761077881
3,5999,6.168878555297852
3,6049,6.675107479095459
3,6099,7.278431415557861
3,6149,7.184445858001709
3,6199,7.7660746574401855
3,6249,6.963326930999756
3,6299,6.159210681915283
3,6349,6.47886323928833
3,6399,7.996903896331787
3,6449,6.75018835067749
3,6499,7.417783260345459
3,6549,6.572582244873047
3,6599,6.868625164031982
3,6649,6.675832271575928
3,6699,7.930779933929443
3,6749,7.4267258644104
3,6799,6.752439975738525
4,6849,6.957827091217041
4,6899,7.226595401763916
4,6949,6.878250598907471
4,6999,7.356805324554443
4,7049,7.1937079429626465
4,7099,6.7058796882629395
4,7149,7.162956714630127
4,7199,7.286365032196045
4,7249,6.779483795166016
4,7299,7.366151332855225
4,7349,6.233969211578369
4,7399,7.8645548820495605
4,7449,7.173017978668213
4,7499,7.44422721862793
4,7549,7.277121067047119
4,7599,6.30966329574585
4,7649,7.264272212982178
4,7699,6.4798665046691895
4,7749,7.211970806121826
4,7799,6.8787922859191895
4,7849,7.090509414672852
4,7899,6.757800579071045
4,7949,6.756872653961182
4,7999,6.741571426391602
4,8049,6.277143955230713
4,8099,7.786677837371826
4,8149,7.09727144241333
4,8199,6.443304061889648
4,8249,6.404719829559326
4,8299,6.627701282501221
4,8349,7.462155818939209
4,8399,6.577070713043213
4,8449,6.658705234527588
4,8499,6.889909744262695
5,8549,6.782711029052734
5,8599,6.524618625640869
5,8649,6.428464412689209
5,8699,7.103923320770264
5,8749,7.010406017303467
5,8799,7.225711822509766
5,8849,7.898279190063477
5,8899,6.947651386260986
5,8949,7.471334934234619
5,8999,7.070815563201904
5,9049,6.812885761260986
5,9099,7.170976638793945
5,9149,7.0261406898498535
5,9199,6.828485488891602
5,9249,6.43621301651001
5,9299,6.404751300811768
5,9349,6.83983850479126
5,9399,7.249889373779297
5,9449,6.159064769744873
5,9499,6.2202019691467285
5,9549,6.486335754394531
5,9599,7.203700542449951
5,9649,6.888123989105225
5,9699,7.474598407745361
5,9749,7.5298991203308105
5,9799,6.249499797821045
5,9849,7.493511199951172
5,9899,7.723927021026611
5,9949,6.730562210083008
5,9999,7.2836174964904785
5,10049,6.612838268280029
5,10099,6.733657360076904
5,10149,6.84915018081665
5,10199,6.7645487785339355
5,10249,8.64488697052002
6,10299,7.132373809814453
6,10349,6.644008636474609
6,10399,7.121088027954102
6,10449,7.1698150634765625
6,10499,6.610008239746094
6,10549,6.272731304168701
6,10599,6.5324225425720215
6,10649,7.497081756591797
6,10699,6.976245880126953
6,10749,6.789321422576904
6,10799,6.498504638671875
6,10849,6.587730884552002
6,10899,7.141064167022705
6,10949,6.747648239135742
6,10999,6.781733989715576
