epoch,step,train_loss
6,11049,5.918369770050049
6,11099,7.433279037475586
6,11149,7.146162509918213
6,11199,7.555290222167969
6,11249,6.157625675201416
6,11299,7.436952114105225
6,11349,7.029460906982422
6,11399,6.754039287567139
6,11449,7.549502849578857
6,11499,6.915582656860352
6,11549,7.230967998504639
6,11599,6.750112533569336
6,11649,6.576937198638916
6,11699,7.274312496185303
6,11749,7.4290595054626465
6,11799,7.152982711791992
6,11849,7.366786956787109
6,11899,6.720798492431641
6,11949,7.50486421585083
7,11999,6.695524215698242
7,12049,7.293514251708984
7,12099,6.69287109375
7,12149,6.517996311187744
7,12199,6.430269718170166
7,12249,7.530033588409424
7,12299,6.920440673828125
7,12349,7.253631114959717
7,12399,6.5901360511779785
7,12449,7.74802827835083
7,12499,6.864813327789307
7,12549,6.310308933258057
7,12599,6.767153263092041
7,12649,7.24682092666626
7,12699,6.3968119621276855
7,12749,6.409286975860596
7,12799,7.490978717803955
7,12849,6.743810653686523
7,12899,7.037674427032471
7,12949,7.333310604095459
7,12999,7.08189582824707
7,13049,7.144136905670166
7,13099,7.6458563804626465
7,13149,7.278038024902344
7,13199,7.118743419647217
7,13249,6.713411331176758
7,13299,6.783142566680908
7,13349,6.703930377960205
7,13399,6.960272312164307
7,13449,6.363527297973633
7,13499,6.389776706695557
7,13549,6.479883670806885
7,13599,6.946579456329346
7,13649,6.8151984214782715
8,13699,6.61018705368042
8,13749,6.6371989250183105
8,13799,6.880329608917236
8,13849,6.670955657958984
8,13899,6.543720722198486
8,13949,6.914926052093506
8,13999,7.437564373016357
8,14049,6.312551498413086
8,14099,7.019039630889893
8,14149,7.234245300292969
8,14199,6.578865051269531
8,14249,6.63801908493042
8,14299,7.1890549659729
8,14349,6.692680835723877
8,14399,6.735989093780518
8,14449,7.300922393798828
8,14499,6.218479633331299
8,14549,6.882961273193359
8,14599,8.188580513000488
8,14649,7.216671466827393
8,14699,6.728946208953857
8,14749,6.532768726348877
8,14799,7.327171325683594
8,14849,7.480269908905029
8,14899,7.014957427978516
8,14949,8.182758331298828
8,14999,7.544357776641846
8,15049,6.8309173583984375
8,15099,7.468099594116211
8,15149,6.568295001983643
8,15199,6.993993759155273
8,15249,7.341370105743408
8,15299,7.51311731338501
8,15349,7.001875400543213
9,15399,7.031047821044922
9,15449,6.912621021270752
9,15499,7.36316442489624
9,15549,6.803403377532959
9,15599,6.812075138092041
9,15649,7.036466121673584
9,15699,6.960621356964111
9,15749,6.362281799316406
9,15799,6.688499450683594
9,15849,7.049624919891357
9,15899,6.867391109466553
9,15949,7.166346073150635
9,15999,6.314232349395752
9,16049,6.189248561859131
9,16099,6.092568874359131
9,16149,7.3753437995910645
9,16199,6.627777576446533
9,16249,6.632808685302734
9,16299,6.47724723815918
9,16349,7.129866123199463
9,16399,6.715538501739502
9,16449,7.729692459106445
9,16499,6.289424419403076
9,16549,7.005847930908203
9,16599,6.475831508636475
9,16649,7.092916488647461
9,16699,7.708066463470459
9,16749,6.518404006958008
9,16799,7.283008575439453
9,16849,7.668514728546143
9,16899,6.911603927612305
9,16949,6.184098720550537
9,16999,5.778205871582031
9,17049,6.768031597137451
