epoch,step,train_loss
0,49,9.0203275680542
0,99,7.93871545791626
0,149,7.604612350463867
0,199,7.011641979217529
0,249,6.605677127838135
0,299,6.607308864593506
0,349,6.901290416717529
0,399,6.776212692260742
0,449,7.269720077514648
1,499,6.780959606170654
1,549,6.277355670928955
1,599,6.487496852874756
1,649,7.855330944061279
1,699,6.629960536956787
1,749,6.751601696014404
1,799,5.802493572235107
1,849,6.972095966339111
1,899,6.26295280456543
2,949,6.643118381500244
2,999,6.514115810394287
2,1049,7.002993106842041
2,1099,6.780735015869141
2,1149,6.022313594818115
2,1199,6.394450664520264
2,1249,6.842809200286865
2,1299,6.594691753387451
2,1349,7.1723456382751465
2,1399,7.355562210083008
3,1449,6.71191930770874
3,1499,6.735497951507568
3,1549,6.6555328369140625
3,1599,6.906627655029297
3,1649,6.826793670654297
3,1699,6.809986114501953
3,1749,6.1460862159729
3,1799,7.1706767082214355
3,1849,6.574625015258789
4,1899,7.013416290283203
4,1949,6.392494201660156
4,1999,6.572154521942139
4,2049,6.910946369171143
4,2099,6.891652584075928
4,2149,7.194681167602539
4,2199,6.626194000244141
4,2249,6.733973979949951
4,2299,6.688493251800537
4,2349,6.981719493865967
5,2399,7.309957027435303
5,2449,6.581178188323975
5,2499,6.461824417114258
5,2549,6.9572296142578125
5,2599,6.43234395980835
5,2649,6.428879261016846
5,2699,6.429342746734619
5,2749,6.8697333335876465
5,2799,6.810579776763916
6,2849,6.856649875640869
6,2899,6.40394926071167
6,2949,6.701266765594482
6,2999,6.455667018890381
6,3049,6.101677417755127
6,3099,6.342504978179932
6,3149,6.854043960571289
6,3199,6.5778985023498535
6,3249,6.404520511627197
6,3299,6.841501235961914
7,3349,6.600603103637695
7,3399,5.622355937957764
7,3449,6.42266845703125
7,3499,6.335628986358643
7,3549,6.239531993865967
7,3599,6.432157039642334
7,3649,6.2740302085876465
7,3699,6.2854156494140625
7,3749,6.574958801269531
8,3799,6.733453750610352
8,3849,7.049554347991943
8,3899,6.590028285980225
8,3949,6.445840835571289
8,3999,6.43510103225708
8,4049,6.633234024047852
8,4099,5.9080939292907715
8,4149,7.192080974578857
8,4199,6.929590225219727
9,4249,6.918594837188721
9,4299,6.641529083251953
9,4349,6.721607208251953
9,4399,6.159608364105225
9,4449,6.814180850982666
9,4499,6.974056243896484
9,4549,6.858823776245117
9,4599,6.236520767211914
9,4649,6.922126770019531
9,4699,6.591590881347656
